coordinates,instrumentalness,liveness,speechiness,danceability,valence,loudness,tempo,acousticness,energy,mode,key,artist_id,place,geo,tweet_lang,track_id,created_at,lang,time_zone,user_id,id
,9.27e-05,0.28600000000000003,0.0407,0.71,0.914,-6.356,124.01700000000001,0.0873,0.892,1.0,9.0,3b9f461af54c3fde62d7c07cbf58f14f,,,en,e4344019cb4920677fadbf8815c1b96e,2014-01-01 05:56:56,es,Mountain Time (US & Canada),132588395,418244424326340600
,0.0,0.128,0.0442,0.535,0.606,-5.131,140.94299999999998,0.0854,0.868,1.0,2.0,7fba6760a7e074f4ab164a71b8edce44,,,en,940e520eac743e609afffc52e989a1a0,2014-01-01 05:57:24,en,Eastern Time (US & Canada),1906126580,418244542169505800
,0.000234,0.182,0.034,0.5379999999999999,0.5329999999999999,-5.94,118.32,0.131,0.716,1.0,0.0,5272f90eb6120f823cb2369858401df2,,,en,a129fae6d317014b27588eb2e485fd99,2014-01-01 05:57:31,en,London,37464498,418244573182586900
,0.301,0.0495,0.0347,0.762,0.75,-8.459,126.206,0.0005650000000000001,0.757,1.0,1.0,fa0602414a2777e5d34c61a805ae9a51,,,en,be3a0813e38d18852d8fc9f2c0350f22,2014-01-01 05:58:06,en,,1548741788,418244719827623940
,0.0,0.14,0.0468,0.679,0.8370000000000001,-3.6489999999999996,90.01799999999999,0.20800000000000002,0.867,1.0,7.0,d9aed81b6982b0340df632320bf3a888,,,en,0780a772a21f7ca09fb40fadb2e3c606,2014-01-01 05:58:20,en,,282079286,418244778124652540
,0.188,0.0914,0.0394,0.557,0.627,-4.545,164.01,0.000692,0.826,0.0,10.0,e3ff49f13a4e7be29c8051385adc499c,,,en,e731c37abc33d73201edd2571edc7f4c,2014-01-01 05:58:23,es,Mountain Time (US & Canada),132588395,418244793097932800
,0.00018899999999999999,0.313,0.514,0.7170000000000001,0.7340000000000001,-6.535,184.078,0.0906,0.91,0.0,9.0,effbbbdf75ed154b53443babbbe6c4c3,,,en,b1766c6c4081d0463730e13c3fc9ef09,2014-01-01 05:58:44,en,,1268222954,418244878674325500
,0.0,0.0408,0.252,0.878,0.10800000000000001,-8.074,92.02799999999999,0.0178,0.6509999999999999,0.0,11.0,fb4dde113f72719262782139cc48f516,,,en,2a0786e4d4e6643ddb549754a76ea65b,2014-01-01 05:58:54,en,Eastern Time (US & Canada),377213856,418244920982667260
,0.0,0.24600000000000002,0.332,0.735,0.68,-4.045,95.07600000000001,0.0229,0.8759999999999999,1.0,2.0,effbbbdf75ed154b53443babbbe6c4c3,,,pl,052805c6775038e66c9887249568b7c8,2014-01-01 05:59:19,en,,1268222954,418245025453965300
,0.0,0.319,0.389,0.7140000000000001,0.586,-1.442,172.05200000000002,0.175,0.9359999999999999,1.0,9.0,effbbbdf75ed154b53443babbbe6c4c3,,,en,aa660650b3855200b6ece10362696f77,2014-01-01 05:59:40,en,,1268222954,418245113370779650
,0.0,0.0698,0.0322,0.449,0.19,-5.593999999999999,148.11,0.0017100000000000001,0.7759999999999999,1.0,2.0,7a1920d61156abc05a60135aefe8bc67,,,en,c03ffc1a5691402f8b1d86e3db5a4348,2014-01-01 06:00:05,en,,1311436706,418245218912436200
,0.0,0.809,0.313,0.7120000000000001,0.61,-2.679,148.138,0.40299999999999997,0.838,1.0,7.0,effbbbdf75ed154b53443babbbe6c4c3,,,en,28aedf0c6664d0a62cee5e48da634301,2014-01-01 06:00:27,en,,1268222954,418245312310820860
,0.943,0.0929,0.0354,0.39,0.28,-8.914,149.357,0.000103,0.644,1.0,11.0,a4d52b2cb4aaa37a40550cfab46b9b4b,,,id,6b94263e6d79d086a8ce25fe8f5031c3,2014-01-01 06:00:37,en,Pacific Time (US & Canada),14203234,418245354920763400
,2.71e-05,0.0744,0.0353,0.466,0.484,-7.169,176.043,0.1,0.7040000000000001,1.0,1.0,be5566ed1e8c93234d47b58e61157d4e,,,en,46638650e32035a97fbb8ec2106041af,2014-01-01 06:00:45,en,Eastern Time (US & Canada),1906126580,418245388844273660
,0.00014199999999999998,0.308,0.038,0.434,0.835,-4.468,169.935,0.00442,0.8420000000000001,1.0,4.0,d1223f543234e24d9efe4fe7866bf585,,,en,c84588ad4f0d04c9e1051e706ebd60e9,2014-01-01 06:01:10,en,,827789010,418245491198292000
,0.0,0.212,0.257,0.7759999999999999,0.688,-2.559,119.85799999999999,0.105,0.943,1.0,1.0,effbbbdf75ed154b53443babbbe6c4c3,,,en,2f36f2a46e92e86d7a852d8ca37ddf8f,2014-01-01 06:01:25,en,,1268222954,418245554770948100
,0.0,0.209,0.258,0.552,0.698,-1.818,85.56700000000001,0.000729,0.932,0.0,4.0,effbbbdf75ed154b53443babbbe6c4c3,,,en,ed4ed8f1c82680e3275f4a7152d91dd8,2014-01-01 06:01:45,en,,1268222954,418245640162775040
,4.7e-06,0.0405,0.258,0.863,0.779,-4.263,91.962,0.0239,0.589,1.0,7.0,effbbbdf75ed154b53443babbbe6c4c3,,,en,0b60c45a390ae0042b902db16ca4d0a4,2014-01-01 06:01:57,en,,1268222954,418245690565726200
,0.00014199999999999998,0.308,0.038,0.434,0.835,-4.468,169.935,0.00442,0.8420000000000001,1.0,4.0,d1223f543234e24d9efe4fe7866bf585,,,en,c84588ad4f0d04c9e1051e706ebd60e9,2014-01-01 06:02:01,en,London,37464498,418245703962738700
,0.0258,0.0999,0.035,0.314,0.265,-10.191,172.021,0.935,0.28600000000000003,1.0,10.0,ce91a0a733f69419d16ce1a53b0c3fee,,,en,4c38479d6c4eb1d0b9986abee9a5f616,2014-01-01 06:02:04,en,London,164625845,418245718462443500
,0.0,0.184,0.081,0.69,0.552,-3.1889999999999996,90.95299999999999,0.00517,0.875,1.0,1.0,effbbbdf75ed154b53443babbbe6c4c3,,,en,7f0ee3c46bc5cad5a30b87a18035bd4a,2014-01-01 06:02:20,en,,1268222954,418245785717706750
,0.38799999999999996,0.113,0.0449,0.42200000000000004,0.145,-3.6069999999999998,137.03,0.00299,0.8440000000000001,1.0,8.0,fb4cf6037171e180a774f85e126f17ff,,,en,4e05305f7cbeb30269fd530b43094740,2014-01-01 06:02:30,en,Edinburgh,520741165,418245826776145900
,0.0,0.24600000000000002,0.332,0.735,0.68,-4.045,95.07600000000001,0.0229,0.8759999999999999,1.0,2.0,effbbbdf75ed154b53443babbbe6c4c3,,,pl,052805c6775038e66c9887249568b7c8,2014-01-01 06:02:33,en,,1268222954,418245838834384900
,0.00419,0.14,0.0981,0.204,0.165,-4.867,150.15,7.56e-06,0.9490000000000001,0.0,1.0,25ebb3d62ad1160c96bbdea951ad2f34,,,en,1c71992da6876b76b79c522369226f16,2014-01-01 06:02:39,en,Central Time (US & Canada),23501043,418245863824424960
,0.0,0.355,0.331,0.7,0.627,-8.845,99.88600000000001,0.0285,0.746,1.0,3.0,f581ec08dc29ee539bb6bcedc5bd14c0,,,en,2e79c3e67289b7b8e4067e4c86bac9b8,2014-01-01 06:02:40,en,Central Time (US & Canada),774789176,418245869558063100
,0.693,0.14400000000000002,0.0567,0.16699999999999998,0.455,-13.642999999999999,143.558,0.0,0.7190000000000001,1.0,1.0,d551512ae2b66f756cf2e7514f998687,,,en,1e206a3e5f097734ec350073e7cfbe09,2014-01-01 06:02:43,en,Athens,1131815390,418245881365012500
,0.0119,0.13699999999999998,0.0338,0.336,0.376,-5.893,77.014,6.7e-06,0.769,1.0,4.0,c9605d5422c2fc75d6bb601d8518da32,,,en,0e894fbc30691a052bd46cd2c8be0742,2014-01-01 06:02:46,en,Atlantic Time (Canada),563520304,418245895957012500
,0.0,0.349,0.036000000000000004,0.429,0.696,-5.475,174.90200000000002,0.0219,0.8,1.0,11.0,b9741b15ddf20fb428f3625ea2b8c521,,,en,d9d9fe727c85e56cfa7d94c3bdbea5c5,2014-01-01 06:04:04,en,Melbourne,985591650,418246220910297100
,0.0,0.0648,0.174,0.8740000000000001,0.8370000000000001,-7.989,94.988,0.0091,0.595,1.0,2.0,effbbbdf75ed154b53443babbbe6c4c3,,,en,e013f709126899bf7f9b8b857528ec7d,2014-01-01 06:04:15,en,,1268222954,418246266775011300
,5.05e-06,0.0827,0.0313,0.597,0.485,-6.03,105.029,0.0107,0.67,1.0,9.0,b7156fb7af631a72d2bdf6be4778fc18,,,en,5b046a1f0b03bc1540bb1dfdf04f1b9b,2014-01-01 06:04:22,en,,1311436706,418246297322524700
,3.3799999999999995e-05,0.09699999999999999,0.0305,0.7559999999999999,0.562,-2.786,108.007,0.272,0.8220000000000001,1.0,2.0,4804074e98c822ee9441659d38117d4c,,,en,3d6d9da0ccde239d59caffb68f1ba38c,2014-01-01 06:04:48,en,Eastern Time (US & Canada),1906126580,418246405489049600
,0.816,0.11900000000000001,0.0364,0.33799999999999997,0.326,-5.355,136.275,0.0057799999999999995,0.8540000000000001,1.0,4.0,5bf7994a66471eb4d8f7be3899b880a8,,,en,5920dfdb1a6c5717481e2ca43bad8769,2014-01-01 06:04:56,en,,827789010,418246438729297900
,0.809,0.114,0.0632,0.872,0.27899999999999997,-6.412999999999999,138.012,0.177,0.98,1.0,0.0,b397b9ae1a8d5e39487d4f6b2a267e1b,,,en,1c2a42e819b3a07c2a312e0f81bc9b22,2014-01-01 06:05:03,en,,1262929868,418246468269400060
,0.816,0.11900000000000001,0.0364,0.33799999999999997,0.326,-5.355,136.275,0.0057799999999999995,0.8540000000000001,1.0,4.0,5bf7994a66471eb4d8f7be3899b880a8,,,en,5920dfdb1a6c5717481e2ca43bad8769,2014-01-01 06:05:03,en,London,37464498,418246470324600800
,0.0,0.159,0.205,0.6579999999999999,0.17,-5.678,74.967,0.0127,0.607,1.0,1.0,effbbbdf75ed154b53443babbbe6c4c3,,,en,dbff7c431ca5ac3f1c0ed7cdf705f501,2014-01-01 06:05:09,en,,1268222954,418246492378263550
,0.0,0.32299999999999995,0.0608,0.626,0.514,-4.428,122.958,0.00043799999999999997,0.8320000000000001,0.0,4.0,f252bfaf0421a3e800e163684e838c3e,,,en,1d5d56b1cf203e54e7c970869cd2a09f,2014-01-01 06:05:19,fr,,1371406783,418246537979117600
,0.000982,0.935,0.0897,0.306,0.0254,-18.799,114.92299999999999,0.48,0.7240000000000001,0.0,9.0,effbbbdf75ed154b53443babbbe6c4c3,,,en,1059267942f5ef9cc6e9460ee5adcfd2,2014-01-01 06:05:36,en,,1268222954,418246609256718340
,5.3400000000000004e-05,0.0727,0.0257,0.489,0.038,-9.255,93.91,0.491,0.39299999999999996,1.0,9.0,c49bb80149d873f30c677702e05d9600,,,sl,3d496f2497b8fba4e6b13109d5b6a654,2014-01-01 06:05:54,fr,,866423124,418246684544880640
,0.0,0.212,0.257,0.7759999999999999,0.688,-2.559,119.85799999999999,0.105,0.943,1.0,1.0,effbbbdf75ed154b53443babbbe6c4c3,,,en,2f36f2a46e92e86d7a852d8ca37ddf8f,2014-01-01 06:06:13,en,,1268222954,418246761791381500
,0.0,0.0473,0.0298,0.73,0.522,-5.114,104.948,0.138,0.77,1.0,8.0,a5c59c0315098e6d67bb57610f7fb9b1,,,en,f40676fd1f4c9e08eaae2caa1c9b7339,2014-01-01 06:06:18,en,Central Time (US & Canada),50199850,418246782905487360
,0.0,0.0926,0.35600000000000004,0.833,0.8270000000000001,-6.247999999999999,85.49700000000001,0.0406,0.6809999999999999,0.0,5.0,effbbbdf75ed154b53443babbbe6c4c3,,,en,49e20718a24a938b83575181ff0e3879,2014-01-01 06:06:25,en,,1268222954,418246814853525500
,0.0,0.168,0.0325,0.373,0.35100000000000003,-5.528,141.42,0.14300000000000002,0.6779999999999999,1.0,4.0,97df8caf45c0d6692e0bc0273470b7c6,,,en,389af87cb0a754d588744610c6a7802f,2014-01-01 06:06:37,en,London,585098987,418246864866381800
,0.693,0.133,0.142,0.29600000000000004,0.282,-4.586,95.67399999999999,3.71e-05,0.991,1.0,4.0,765b20bf54fa9a739a70c0a42c165ab3,,,sk,558dfe47a299e9f0db140db8c2fe7ce6,2014-01-01 06:06:47,en,London,585278571,418246903533670400
,1.3500000000000001e-05,0.15,0.12,0.8490000000000001,0.519,-7.739,87.03399999999999,0.335,0.39899999999999997,0.0,11.0,9c4655d7a4253602aed402654168db6e,,,en,8c6275a8d40ea93e32feedcf17ca5e15,2014-01-01 06:07:13,en,Central Time (US & Canada),17945688,418247014884065300
,1.13e-06,0.235,0.337,0.45,0.514,-9.54,94.197,0.524,0.5920000000000001,1.0,2.0,e1f00e0dd076d337a95071c7e811a0c4,,,en,dbec28d3adf914a341f6708d578f6cbd,2014-01-01 06:07:30,en,,1554866238,418247086422097900
,0.0,0.0807,0.196,0.682,0.657,-3.4330000000000003,86.069,0.233,0.9079999999999999,1.0,8.0,effbbbdf75ed154b53443babbbe6c4c3,,,en,7293b1cd4ab4832f74bcec5cc3634fce,2014-01-01 06:07:39,en,,1268222954,418247122157596700
,0.0218,0.11,0.0278,0.695,0.7020000000000001,-6.992000000000001,96.979,0.032,0.71,1.0,9.0,5ed6047f872e9f7b1836cde9207eff4b,,,en,66a5c3f1c0de66bdba04ac6d50b71497,2014-01-01 06:07:54,en,,418819750,418247187739324400
,0.0,0.102,0.0311,0.588,0.37799999999999995,-5.502000000000001,117.04899999999999,0.28300000000000003,0.695,1.0,0.0,d8a5441817b1822522ccbd12236dce81,,,en,f0fb10e188f3c3e7f83053fa772618cc,2014-01-01 06:07:56,en,,1311436706,418247192689000450
,0.000641,0.21899999999999997,0.0361,0.6779999999999999,0.35700000000000004,-14.360999999999999,131.94,0.5,0.28600000000000003,0.0,3.0,0880c4bbeb632acc4e429885f7ac239d,,,en,e34681d004f4eedcf495594f4468057e,2014-01-01 06:09:00,en,Pacific Time (US & Canada),946275781,418247462189801500
,0.0,0.0708,0.0386,0.335,0.33399999999999996,-7.462000000000001,150.27700000000002,0.16399999999999998,0.625,1.0,7.0,cffd871aac30737a97a534f54e308fde,,,en,81f1f4a4618ea889a033d1e3c26fc376,2014-01-01 06:09:08,en,Eastern Time (US & Canada),848051089,418247498348507140
,0.0,0.209,0.0387,0.555,0.36700000000000005,-4.813,129.003,0.0035700000000000003,0.7290000000000001,1.0,7.0,f273e8985c1ccf881041fc47f59b8a74,,,en,9d7125c57ba071920ca6ad711338909e,2014-01-01 06:09:09,en,London,164625845,418247502442528800
,0.0,0.0853,0.21100000000000002,0.74,0.391,-2.472,93.035,0.10400000000000001,0.915,0.0,5.0,effbbbdf75ed154b53443babbbe6c4c3,,,en,2c906549ed1954a0a109152fa859cc46,2014-01-01 06:09:11,en,,1268222954,418247510273294340
,1.99e-06,0.0654,0.0368,0.285,0.154,-20.993000000000002,132.4,0.945,0.11699999999999999,1.0,9.0,bbf8cf3fd0b1993e342b3f36b7eacc4e,,,en,e0df21c7a86d9a40cf43790d24dc8f47,2014-01-01 06:09:54,en,Central Time (US & Canada),31219247,418247688795090940
,0.0,0.16399999999999998,0.0448,0.885,0.782,-4.362,112.005,0.0488,0.745,1.0,11.0,bba6096a6df5c3c76c3f7c2fd2fa3db1,,,en,2ec486d09adc9ea97d21d32191ccf006,2014-01-01 06:10:14,en,,827789010,418247774988402700
,5.71e-06,0.0963,0.0828,0.773,0.644,-8.258,93.99600000000001,0.35200000000000004,0.682,0.0,10.0,92f67bc394be06cecb39366da21a06fe,,,en,0854eb939751786a6afb9b7b2e3442fa,2014-01-01 06:10:24,en,Eastern Time (US & Canada),377213856,418247817292181500
,0.0,0.0534,0.252,0.845,0.633,-3.8080000000000003,116.935,0.138,0.831,0.0,4.0,effbbbdf75ed154b53443babbbe6c4c3,,,en,c53f73921de81919d78d5e7e4a447efe,2014-01-01 06:10:51,en,,1268222954,418247929531736060
,0.00207,0.0961,0.07,0.584,0.742,-7.867999999999999,173.796,0.375,0.87,0.0,11.0,3213f56011ae26b2cbf915aa073aed31,,,en,a9546995a477ead9f91c1a9bce0f364d,2014-01-01 06:10:53,en,,1311436706,418247935475077100
,0.696,0.128,0.03,0.659,0.48700000000000004,-4.802,139.94899999999998,0.0111,0.757,0.0,7.0,62cfb562ac834bed1b0a623837650a15,,,en,bae0337b9f8c6b6936cd16160f952b67,2014-01-01 06:11:40,en,Eastern Time (US & Canada),844637467,418248135341654000
,0.0,0.132,0.0336,0.473,0.397,-5.171,103.225,0.0263,0.789,1.0,1.0,514a4060bfd46b68a676b0aeaf8d8b53,,,en,4712e6521e465548b51ed0dde9e59fbc,2014-01-01 06:11:41,en,,418819750,418248136675823600
,0.175,0.10099999999999999,0.0291,0.706,0.685,-8.91,125.963,0.46299999999999997,0.638,0.0,7.0,bbd786c1265f7e6495d6b46e090d23dc,,,en,090a685d8d1d1c2e7c9db1eba375252f,2014-01-01 06:11:50,en,Pacific Time (US & Canada),338572180,418248178056433660
,0.0,0.16399999999999998,0.0448,0.885,0.782,-4.362,112.005,0.0488,0.745,1.0,11.0,bba6096a6df5c3c76c3f7c2fd2fa3db1,,,en,2ec486d09adc9ea97d21d32191ccf006,2014-01-01 06:12:01,en,London,37464498,418248220792619000
,0.0,0.187,0.11,0.635,0.461,-5.151,78.598,0.0131,0.7120000000000001,0.0,4.0,effbbbdf75ed154b53443babbbe6c4c3,,,en,fa3cf69fa3bb47b87d08e39ce43ba278,2014-01-01 06:12:28,en,,1268222954,418248333845880800
,0.841,0.115,0.0376,0.758,0.109,-9.657,110.04799999999999,0.594,0.586,0.0,7.0,7c0612b2160d31210783beec12c83899,,,id,46e4f56b291811d53c1e2a90dba8d950,2014-01-01 06:12:38,en,Pacific Time (US & Canada),14203234,418248375503306750
,0.0,0.237,0.40299999999999997,0.5489999999999999,0.7020000000000001,-3.858,175.882,0.0208,0.883,0.0,10.0,effbbbdf75ed154b53443babbbe6c4c3,,,en,dfc3ab6acf8919499b18df5475a6f419,2014-01-01 06:12:41,en,,1268222954,418248390632538100
,0.0,0.638,0.0439,0.397,0.196,-4.7010000000000005,179.922,0.077,0.6829999999999999,1.0,11.0,5285577208aaf9b65dba1e3257ef22a8,,,en,6b3985a4b59d6a6a58c1fc12ddeae45e,2014-01-01 06:12:53,fr,,1371406783,418248441882763260
,3.57e-06,0.113,0.0315,0.583,0.198,-5.407,119.759,0.111,0.655,1.0,0.0,1406a07118bec79769ea0d33e5d497a0,,,en,12a15ac2b915740864ba600360b57f3a,2014-01-01 06:12:54,en,London,164625845,418248445200465900
,0.0307,0.0967,0.0244,0.726,0.465,-9.513,97.985,0.531,0.525,0.0,8.0,4d3818d90d2fcb424be9873a390721ca,,,en,f3723b1579e5220a238da2f64b9250ea,2014-01-01 06:13:15,en,Eastern Time (US & Canada),848051089,418248532265431040
,0.5329999999999999,0.102,0.0418,0.276,0.225,-4.4830000000000005,123.911,0.000731,0.835,0.0,8.0,765b20bf54fa9a739a70c0a42c165ab3,,,sk,5c32c96a4dfb4dfef1b2b0be5a380d70,2014-01-01 06:13:18,en,London,585278571,418248544366362600
,2.04e-06,0.539,0.0728,0.662,0.48200000000000004,-4.897,99.639,0.121,0.8440000000000001,0.0,1.0,ca9ef3708c06c99741e62ce64365855b,,,en,832793444d858a210b91b8a0f2646809,2014-01-01 06:14:09,en,Melbourne,985591650,418248758090940400
,0.0,0.425,0.24600000000000002,0.857,0.58,-6.303999999999999,93.071,0.0402,0.764,1.0,1.0,fb4dde113f72719262782139cc48f516,,,en,699b87ff8f65a5bd1490e6bfb68866dc,2014-01-01 06:14:09,en,Eastern Time (US & Canada),844637467,418248758464241660
,0.8190000000000001,0.0697,0.0968,0.705,0.106,-8.347000000000001,145.011,0.0319,0.943,1.0,1.0,5bd2d5778eca3659ff0d1f103cbf03df,,,en,c6175df595b42591bfb7da67fe08582b,2014-01-01 06:15:07,nl,Amsterdam,731281268,418249004007571460
,0.456,0.185,0.21,0.23,0.11800000000000001,-4.792,137.859,5.7999999999999994e-05,0.971,1.0,1.0,776da10f7e18ffde35ea94d144dc60a3,,,en,bdbd15e0290490020289fe03a1e76b1c,2014-01-01 06:16:02,en,Athens,1131815390,418249231452094460
,8.84e-06,0.228,0.0748,0.556,0.406,-13.149000000000001,138.388,0.91,0.22699999999999998,1.0,11.0,7f65025591cf1fc7ddd1780b05c5b3c1,,,en,85ae1930dcfeee08f4bbe8e1b2839af9,2014-01-01 06:16:04,en,,827789010,418249241170280450
,0.0902,0.0779,0.0317,0.775,0.9670000000000001,-7.954,115.546,0.11199999999999999,0.715,1.0,0.0,fd7a78c43610514aad46b440a8e563d7,,,en,efde4f0bfbeff160b8463bf30431b986,2014-01-01 06:16:06,en,,1548741788,418249248518328300
,0.0,0.341,0.174,0.563,0.815,-5.812,148.107,0.131,0.897,1.0,5.0,9de027f12589d2bfc0eb0236e2af43ba,,,en,1769c679f2647361311745fa8b8f02d3,2014-01-01 06:16:11,en,Eastern Time (US & Canada),2165393701,418249269314084860
,4.9e-05,0.163,0.0324,0.639,0.136,-6.357,120.992,2.9600000000000005e-05,0.7509999999999999,0.0,0.0,09488a6484f973a64d1a686f464da87e,,,en,82f04cd0c1c175b356490c83f1e5c85f,2014-01-01 06:16:55,en,London,164625845,418249454412906500
,8.84e-06,0.228,0.0748,0.556,0.406,-13.149000000000001,138.388,0.91,0.22699999999999998,1.0,11.0,7f65025591cf1fc7ddd1780b05c5b3c1,,,en,85ae1930dcfeee08f4bbe8e1b2839af9,2014-01-01 06:17:01,en,London,37464498,418249478408519700
,2.08e-05,0.0856,0.0343,0.6559999999999999,0.496,-10.706,133.968,0.465,0.499,1.0,1.0,536599aaf53065fb240d73bc9ea1ef9b,,,en,9a895e7c23d42013587568128d9584a6,2014-01-01 06:17:35,en,Eastern Time (US & Canada),1906126580,418249622973194240
,0.00010700000000000001,0.0794,0.226,0.753,0.49700000000000005,-3.307,161.869,0.0154,0.737,0.0,9.0,effbbbdf75ed154b53443babbbe6c4c3,,,en,3abe73d2cce8c7136692e91adde79e7e,2014-01-01 06:18:03,en,,1268222954,418249739063549950
,0.00355,0.107,0.0324,0.369,0.281,-11.077,159.763,0.377,0.591,0.0,9.0,1e42bea99969a26ee6edd81d97560c23,,,en,1be188e58b1dc65bf44376029736da86,2014-01-01 06:18:09,en,Melbourne,985591650,418249767362113540
